/Users/anitha/Desktop/Arterys/final_data/dicoms/SCD0000301/7.dcm,/Users/anitha/Desktop/Arterys/final_data/contourfiles/SC-HF-I-4/i-contours/IM-0001-0007-icontour-manual.txt
/Users/anitha/Desktop/Arterys/final_data/dicoms/SCD0000301/20.dcm,/Users/anitha/Desktop/Arterys/final_data/contourfiles/SC-HF-I-4/i-contours/IM-0001-0020-icontour-manual.txt
/Users/anitha/Desktop/Arterys/final_data/dicoms/SCD0000301/27.dcm,/Users/anitha/Desktop/Arterys/final_data/contourfiles/SC-HF-I-4/i-contours/IM-0001-0027-icontour-manual.txt
/Users/anitha/Desktop/Arterys/final_data/dicoms/SCD0000301/40.dcm,/Users/anitha/Desktop/Arterys/final_data/contourfiles/SC-HF-I-4/i-contours/IM-0001-0040-icontour-manual.txt
/Users/anitha/Desktop/Arterys/final_data/dicoms/SCD0000301/47.dcm,/Users/anitha/Desktop/Arterys/final_data/contourfiles/SC-HF-I-4/i-contours/IM-0001-0047-icontour-manual.txt
/Users/anitha/Desktop/Arterys/final_data/dicoms/SCD0000301/60.dcm,/Users/anitha/Desktop/Arterys/final_data/contourfiles/SC-HF-I-4/i-contours/IM-0001-0060-icontour-manual.txt
/Users/anitha/Desktop/Arterys/final_data/dicoms/SCD0000301/67.dcm,/Users/anitha/Desktop/Arterys/final_data/contourfiles/SC-HF-I-4/i-contours/IM-0001-0067-icontour-manual.txt
/Users/anitha/Desktop/Arterys/final_data/dicoms/SCD0000301/80.dcm,/Users/anitha/Desktop/Arterys/final_data/contourfiles/SC-HF-I-4/i-contours/IM-0001-0080-icontour-manual.txt
/Users/anitha/Desktop/Arterys/final_data/dicoms/SCD0000301/87.dcm,/Users/anitha/Desktop/Arterys/final_data/contourfiles/SC-HF-I-4/i-contours/IM-0001-0087-icontour-manual.txt
/Users/anitha/Desktop/Arterys/final_data/dicoms/SCD0000301/100.dcm,/Users/anitha/Desktop/Arterys/final_data/contourfiles/SC-HF-I-4/i-contours/IM-0001-0100-icontour-manual.txt
/Users/anitha/Desktop/Arterys/final_data/dicoms/SCD0000301/107.dcm,/Users/anitha/Desktop/Arterys/final_data/contourfiles/SC-HF-I-4/i-contours/IM-0001-0107-icontour-manual.txt
/Users/anitha/Desktop/Arterys/final_data/dicoms/SCD0000301/120.dcm,/Users/anitha/Desktop/Arterys/final_data/contourfiles/SC-HF-I-4/i-contours/IM-0001-0120-icontour-manual.txt
/Users/anitha/Desktop/Arterys/final_data/dicoms/SCD0000301/127.dcm,/Users/anitha/Desktop/Arterys/final_data/contourfiles/SC-HF-I-4/i-contours/IM-0001-0127-icontour-manual.txt
/Users/anitha/Desktop/Arterys/final_data/dicoms/SCD0000301/140.dcm,/Users/anitha/Desktop/Arterys/final_data/contourfiles/SC-HF-I-4/i-contours/IM-0001-0140-icontour-manual.txt
/Users/anitha/Desktop/Arterys/final_data/dicoms/SCD0000301/147.dcm,/Users/anitha/Desktop/Arterys/final_data/contourfiles/SC-HF-I-4/i-contours/IM-0001-0147-icontour-manual.txt
/Users/anitha/Desktop/Arterys/final_data/dicoms/SCD0000301/160.dcm,/Users/anitha/Desktop/Arterys/final_data/contourfiles/SC-HF-I-4/i-contours/IM-0001-0160-icontour-manual.txt
/Users/anitha/Desktop/Arterys/final_data/dicoms/SCD0000301/167.dcm,/Users/anitha/Desktop/Arterys/final_data/contourfiles/SC-HF-I-4/i-contours/IM-0001-0167-icontour-manual.txt
/Users/anitha/Desktop/Arterys/final_data/dicoms/SCD0000301/180.dcm,/Users/anitha/Desktop/Arterys/final_data/contourfiles/SC-HF-I-4/i-contours/IM-0001-0180-icontour-manual.txt
/Users/anitha/Desktop/Arterys/final_data/dicoms/SCD0000301/187.dcm,/Users/anitha/Desktop/Arterys/final_data/contourfiles/SC-HF-I-4/i-contours/IM-0001-0187-icontour-manual.txt
/Users/anitha/Desktop/Arterys/final_data/dicoms/SCD0000301/200.dcm,/Users/anitha/Desktop/Arterys/final_data/contourfiles/SC-HF-I-4/i-contours/IM-0001-0200-icontour-manual.txt
