/Users/anitha/Desktop/Arterys/final_data/dicoms/SCD0000101/48.dcm,/Users/anitha/Desktop/Arterys/final_data/contourfiles/SC-HF-I-1/i-contours/IM-0001-0048-icontour-manual.txt
/Users/anitha/Desktop/Arterys/final_data/dicoms/SCD0000101/59.dcm,/Users/anitha/Desktop/Arterys/final_data/contourfiles/SC-HF-I-1/i-contours/IM-0001-0059-icontour-manual.txt
/Users/anitha/Desktop/Arterys/final_data/dicoms/SCD0000101/68.dcm,/Users/anitha/Desktop/Arterys/final_data/contourfiles/SC-HF-I-1/i-contours/IM-0001-0068-icontour-manual.txt
/Users/anitha/Desktop/Arterys/final_data/dicoms/SCD0000101/79.dcm,/Users/anitha/Desktop/Arterys/final_data/contourfiles/SC-HF-I-1/i-contours/IM-0001-0079-icontour-manual.txt
/Users/anitha/Desktop/Arterys/final_data/dicoms/SCD0000101/88.dcm,/Users/anitha/Desktop/Arterys/final_data/contourfiles/SC-HF-I-1/i-contours/IM-0001-0088-icontour-manual.txt
/Users/anitha/Desktop/Arterys/final_data/dicoms/SCD0000101/99.dcm,/Users/anitha/Desktop/Arterys/final_data/contourfiles/SC-HF-I-1/i-contours/IM-0001-0099-icontour-manual.txt
/Users/anitha/Desktop/Arterys/final_data/dicoms/SCD0000101/108.dcm,/Users/anitha/Desktop/Arterys/final_data/contourfiles/SC-HF-I-1/i-contours/IM-0001-0108-icontour-manual.txt
/Users/anitha/Desktop/Arterys/final_data/dicoms/SCD0000101/119.dcm,/Users/anitha/Desktop/Arterys/final_data/contourfiles/SC-HF-I-1/i-contours/IM-0001-0119-icontour-manual.txt
/Users/anitha/Desktop/Arterys/final_data/dicoms/SCD0000101/128.dcm,/Users/anitha/Desktop/Arterys/final_data/contourfiles/SC-HF-I-1/i-contours/IM-0001-0128-icontour-manual.txt
/Users/anitha/Desktop/Arterys/final_data/dicoms/SCD0000101/139.dcm,/Users/anitha/Desktop/Arterys/final_data/contourfiles/SC-HF-I-1/i-contours/IM-0001-0139-icontour-manual.txt
/Users/anitha/Desktop/Arterys/final_data/dicoms/SCD0000101/148.dcm,/Users/anitha/Desktop/Arterys/final_data/contourfiles/SC-HF-I-1/i-contours/IM-0001-0148-icontour-manual.txt
/Users/anitha/Desktop/Arterys/final_data/dicoms/SCD0000101/159.dcm,/Users/anitha/Desktop/Arterys/final_data/contourfiles/SC-HF-I-1/i-contours/IM-0001-0159-icontour-manual.txt
/Users/anitha/Desktop/Arterys/final_data/dicoms/SCD0000101/168.dcm,/Users/anitha/Desktop/Arterys/final_data/contourfiles/SC-HF-I-1/i-contours/IM-0001-0168-icontour-manual.txt
/Users/anitha/Desktop/Arterys/final_data/dicoms/SCD0000101/179.dcm,/Users/anitha/Desktop/Arterys/final_data/contourfiles/SC-HF-I-1/i-contours/IM-0001-0179-icontour-manual.txt
/Users/anitha/Desktop/Arterys/final_data/dicoms/SCD0000101/188.dcm,/Users/anitha/Desktop/Arterys/final_data/contourfiles/SC-HF-I-1/i-contours/IM-0001-0188-icontour-manual.txt
/Users/anitha/Desktop/Arterys/final_data/dicoms/SCD0000101/199.dcm,/Users/anitha/Desktop/Arterys/final_data/contourfiles/SC-HF-I-1/i-contours/IM-0001-0199-icontour-manual.txt
/Users/anitha/Desktop/Arterys/final_data/dicoms/SCD0000101/208.dcm,/Users/anitha/Desktop/Arterys/final_data/contourfiles/SC-HF-I-1/i-contours/IM-0001-0208-icontour-manual.txt
/Users/anitha/Desktop/Arterys/final_data/dicoms/SCD0000101/219.dcm,/Users/anitha/Desktop/Arterys/final_data/contourfiles/SC-HF-I-1/i-contours/IM-0001-0219-icontour-manual.txt
